root_pos_x,root_pos_y,root_pos_z,root_rot_w,root_rot_x,root_rot_y,root_rot_z,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,joint_angular_velocity_0,joint_angular_velocity_1,joint_angular_velocity_2,joint_angular_velocity_3,joint_angular_velocity_4,joint_angular_velocity_5,joint_angular_velocity_6,joint_angular_velocity_7,joint_angular_velocity_8,joint_angular_velocity_9,joint_angular_velocity_10,joint_angular_velocity_11,FL_foot_x,FL_foot_y,FL_foot_z,FR_foot_x,FR_foot_y,FR_foot_z,RL_foot_x,RL_foot_y,RL_foot_z,RR_foot_x,RR_foot_y,RR_foot_z
0.17397897810303012,0.8856469925114119,0.39006936660569314,0.604270640739972,0.007856909316704396,-0.040733763743733706,0.7956984492927973,0.025506255961499358,0.0065371559008253755,-0.0024179454290917946,-31.10855317463417,162.57771867594647,-667.1701179504757,-0.041408099234104156,0.27664950489997864,-0.09200087189674377,0.11885689944028854,0.6519780158996582,0.6378593444824219,0.8338126540184021,0.7491462826728821,-1.2450928688049316,-1.0838563442230225,-0.9893822073936462,-0.9696024060249329,1.1256650896811405e-05,1.7174902735294366e-05,0.00010713765622674238,8.74833504922628e-05,6.441634109485325e-06,1.7430058393672284e-05,1.4280350020580903e-05,4.621663284640166e-05,-1.8580349206904124e-05,6.408171072321008e-06,-9.251274040606858e-05,4.4321788366972186e-05,0.014639997854828835,1.0537058115005493,0.045935407280921936,0.18272367119789124,1.0762479305267334,0.027755022048950195,0.16799797117710114,0.5776833295822144,0.004781782627105713,0.3608311414718628,0.6589993238449097,0.006190106272697449
0.1741979342053433,0.8857026633761313,0.3900517178844325,0.6038934348239183,0.007920004811751888,-0.04079866920951004,0.7959808172883845,0.02627473227758137,0.006680503766336443,-0.002117846551277225,-31.261640169346954,162.36314379972035,-666.9828508514107,-0.04128500446677208,0.2768581211566925,-0.090477354824543,0.12009215354919434,0.652043879032135,0.6381071209907532,0.8339654803276062,0.7498164176940918,-1.2453335523605347,-1.0837689638137817,-0.9906642436981201,-0.9689837098121643,0.00010219028959545358,0.0001573773891780066,0.0009973164070175146,0.0008137438026320487,5.815726292447596e-05,0.0001622460906799457,0.00012940614324330439,0.00043112565319066896,-0.0001713081735898136,5.938917761424437e-05,-0.0008588251320155403,0.00041176814023044956,0.014655392616987228,1.0536707639694214,0.045980870723724365,0.18272067606449127,1.076246976852417,0.027759656310081482,0.16791492700576782,0.577843189239502,0.004853114485740662,0.36093246936798096,0.6588164567947388,0.0060634613037109375
0.17442008774858775,0.8857596125506713,0.3900363374800467,0.6035135071964718,0.007995559742966653,-0.0408427061135861,0.7962659047159624,0.026658425189334256,0.006833900944789306,-0.0018456485262974276,-31.465407811094,162.06603456488355,-666.8113915147054,-0.041205212473869324,0.27702391147613525,-0.08897747099399567,0.12129524350166321,0.6520912647247314,0.6383544206619263,0.8340707421302795,0.7504957914352417,-1.245551347732544,-1.0836923122406006,-0.991889238357544,-0.9683825969696045,0.00044808329922989835,0.0006988901774061041,0.004521952561466204,0.0036857678062939777,0.00025386728707574996,0.0007358521270508968,0.0005667840318093698,0.0019604723508639325,-0.0007675248784985143,0.00026736859541735467,-0.0038802119356031992,0.001862580775056872,0.014671307057142258,1.0536359548568726,0.04602727293968201,0.1827184557914734,1.0762468576431274,0.02776440978050232,0.16782860457897186,0.5780040621757507,0.004925400018692017,0.3610343039035797,0.6586323380470276,0.005939841270446777
0.1746431759519044,0.885817597673828,0.3900230055674826,0.6031323808476184,0.00808203235216033,-0.040864760487065825,0.79655262429828,0.026770584397998176,0.006958214778802763,-0.0015998295076902203,-31.7159534864806,161.68432519707213,-666.6580591274165,-0.04117255285382271,0.27714231610298157,-0.08751071989536285,0.12246166914701462,0.6521164774894714,0.6386016011238098,0.8341265916824341,0.7511837482452393,-1.2457466125488281,-1.0836294889450073,-0.9930438995361328,-0.9678105711936951,0.001281121264486505,0.0020332574946618598,0.013519641273086358,0.011004380920517014,0.0007240072728699023,0.0022018165739791586,0.0016209112306090337,0.005884672453063447,-0.0022614294240527175,0.0007906240021909748,-0.011547923748934912,0.005552470276467359,0.014687495306134224,1.053601861000061,0.046073392033576965,0.18271708488464355,1.0762470960617065,0.027768656611442566,0.16773994266986847,0.5781633853912354,0.0049981772899627686,0.36113446950912476,0.6584477424621582,0.005820795893669128
0.17486647032523278,0.8858752054876737,0.39001147686303994,0.6027498949020834,0.008177558864697844,-0.04086541992826472,0.7968410815091228,0.026795324799405718,0.006912937661494034,-0.0013834445331184497,-32.00360533357936,161.218395525231,-666.5234968205375,-0.04118683561682701,0.2772136926651001,-0.0860755518078804,0.12359366565942764,0.6521095633506775,0.6388499736785889,0.8341357111930847,0.7518845200538635,-1.2459155321121216,-1.0835856199264526,-0.9941316246986389,-0.9672712683677673,0.0027175538993138007,0.004417578032395136,0.030440075426289848,0.024732979346390245,0.0015359510322353349,0.004965392446350667,0.0034474789664993228,0.013320232362106936,-0.005002127146254902,0.0017509142604185761,-0.025848819329521974,0.012455542339953794,0.014703761786222458,1.0535697937011719,0.04611799120903015,0.18271693587303162,1.0762463808059692,0.02777262032032013,0.16764894127845764,0.57831871509552,0.005072236061096191,0.36123335361480713,0.6582596302032471,0.005707666277885437
0.17508920006892698,0.8859343069239775,0.3900023937279859,0.6023666535947166,0.008278483729120156,-0.0408453196688077,0.7971308181254833,0.02672756924330333,0.007092172356446547,-0.0010899762064853213,-32.31726198107279,160.66919264986672,-666.4079812491783,-0.04124248027801514,0.2772400677204132,-0.08467227965593338,0.12469489872455597,0.6520671248435974,0.6390949487686157,0.8340945839881897,0.7525835633277893,-1.246053695678711,-1.0835601091384888,-0.9951537847518921,-0.966759979724884,0.004595248388477102,0.007723986535396858,0.05575724267088493,0.04520432779681881,0.0026038705689196097,0.009119188613745655,0.005867569435103569,0.024569482174954676,-0.008966724376028459,0.0031299303319805966,-0.04699784942575891,0.02270590078557624,0.014719730243086815,1.0535401105880737,0.04615986347198486,0.1827189326286316,1.0762463808059692,0.02777610719203949,0.1675567626953125,0.5784721970558167,0.005148753523826599,0.36132949590682983,0.6580719351768494,0.005601227283477783
0.17531060486619499,0.8859932327854977,0.38999638665782416,0.6019817579644308,0.008376084006519291,-0.040801008683588685,0.7974227749350847,0.0265685756721612,0.007071103382427779,-0.0007208484194087816,-32.63845080628904,160.025053982957,-666.315177100445,-0.04134124889969826,0.277223140001297,-0.08329956233501434,0.1257731318473816,0.6519799828529358,0.6393265128135681,0.8339784145355225,0.7532532215118408,-1.246165156364441,-1.083574891090393,-0.996103048324585,-0.9662728905677795,0.006454787192679231,0.011382849236730252,0.08733694300659967,0.07062091057750441,0.0036693752060157924,0.014339230926301743,0.008343714700929155,0.038827616323812576,-0.013675963560844936,0.0047304667105050316,-0.07293308095439352,0.03534344804907621,0.014737417921423912,1.0535095930099487,0.0461958646774292,0.18272307515144348,1.076246976852417,0.027778834104537964,0.16746479272842407,0.5786231160163879,0.00523039698600769,0.36142095923423767,0.6578856706619263,0.005504772067070007
0.17553078977023795,0.8860532414471078,0.38999516407780105,0.6015961182801055,0.008469418079088032,-0.04073489888848653,0.7977161446531316,0.02642218848515565,0.0072010393932187,-0.0001467096027729653,-32.939695426848616,159.29587899624667,-666.2436260435275,-0.041473448276519775,0.27716803550720215,-0.08194633573293686,0.12683381140232086,0.6518425941467285,0.6395413279533386,0.8337811827659607,0.7538789510726929,-1.2462430000305176,-1.0836106538772583,-0.9969531893730164,-0.9657799005508423,0.007671196707820688,0.014541524475266557,0.1210083426971739,0.09754662424457773,0.004355711032851193,0.019966318876202028,0.010122153269266163,0.05437794236981391,-0.018321097795927912,0.006214636073790775,-0.09986742184887178,0.04857066945025775,0.014755235984921455,1.0534803867340088,0.046227261424064636,0.18272985517978668,1.0762476921081543,0.02778106927871704,0.16737119853496552,0.5787695646286011,0.005316749215126038,0.3615068793296814,0.657701313495636,0.005416959524154663
0.17574873078797287,0.8861151924267913,0.3899968257710461,0.601213832864195,0.00856028368742243,-0.04064835345728457,0.7980077443716611,0.02615292212819087,0.007434117562010734,0.0001994031894070325,-33.22529306257537,158.49645643419151,-666.190633873769,-0.04163723811507225,0.27707821130752563,-0.08063127845525742,0.1278710514307022,0.6516680121421814,0.6397454142570496,0.8335291147232056,0.7544764876365662,-1.2462916374206543,-1.0836756229400635,-0.9977293014526367,-0.9653061032295227,0.007656457829344009,0.016335660253613386,0.151876490447946,0.12199969957615753,0.0042617897836926145,0.02519909355640463,0.010442356937113454,0.06908812830721259,-0.02201048639797346,0.00719092286218309,-0.1234615792868001,0.06032912768153831,0.014773719012737274,1.053452968597412,0.046253740787506104,0.18273872137069702,1.0762500762939453,0.027782678604125977,0.16727818548679352,0.5789119601249695,0.0054073333740234375,0.36158567667007446,0.6575194597244263,0.00533747673034668
0.17596170047054613,0.8861816192346635,0.3899997525603485,0.6008405580901127,0.008653105426595052,-0.040543570842074016,0.7982931581717407,0.025556361908790626,0.007971216944673287,0.00035121471628984935,-33.50764488809391,157.64383266856,-666.1540279622964,-0.04183056205511093,0.2769528329372406,-0.07937750220298767,0.12886753678321838,0.6514777541160583,0.6399584412574768,0.8332520127296448,0.7550697326660156,-1.2463115453720093,-1.083764910697937,-0.9984297752380371,-0.9648665189743042,0.006042009587477723,0.01614867972626842,0.17573542996845193,0.14061399567362295,0.003063203702674617,0.029310287078829673,0.008732279282021919,0.08097563147283186,-0.02402178070919272,0.007316370936250548,-0.14005416841060395,0.06891678091948882,0.014791999012231827,1.0534279346466064,0.046275973320007324,0.18275028467178345,1.0762518644332886,0.027783408761024475,0.16718755662441254,0.579048216342926,0.005499497056007385,0.3616575300693512,0.6573398113250732,0.005265772342681885
